child_mort,life_expec,total_fer
1.2915323778422956,-1.6190920260077017,1.9028822700845949
-0.5389488973136866,0.6478664305285681,-0.859972814176629
-0.27283273367008587,0.6704232310911183,-0.03840439583516186
2.007807659425071,-1.1792344150379779,2.1281510299524165
-0.6956341151599187,0.704258431934943,-0.5419463296573515
-0.5911773032624306,0.5914744291221932,-0.38293308739771253
-0.5016428930645837,0.3095144220903187,-0.8334706071333559
-0.8324227974066294,1.290735246561242,-0.6744573648737171
-0.8448581321563303,1.1215592423421175,-0.9991094011538129
0.02312823337279717,-0.16417838972323065,-0.6810829166345354
-0.6085867719120119,0.3659064234966936,-0.720836227199445
-0.7379142533089019,0.6140312296847434,-0.5220696743748965
0.27680906226669677,-0.017559186066654665,-0.4094352944409857
-0.5986385041122512,0.6929800316536686,-0.7738406412859913
-0.815013328757048,-0.017559186066654665,-0.9659816423497214
-0.8398839982564499,1.0651672409357427,-0.720836227199445
-0.4842334244150023,0.0952248167460951,-0.15766432752989104
1.8088423034298555,-0.9875016102563037,1.5981068890869539
0.11017557662070393,0.17417361871501869,-0.3763075356368944
0.20717118766837142,0.11778161730864378,0.1669877087502049
-0.7801943914578853,0.704258431934943,-1.0852415740444505
0.3539081377148428,-1.5175864234762273,-0.045029947595980294
-0.45936275491560036,0.41102002462179416,-0.7605895377643547
-0.6906599812600384,0.7380936327787676,-0.7340873307210816
-0.6831987804102178,0.3771848237779696,-0.9129772282631752
1.9331956509268653,-1.4273592212260278,1.9360100288886861
1.376092654140262,-1.4499160217885771,2.194406547560599
0.1524557147696871,-0.50253039816148,-0.045029947595980294
1.7342302949316497,-1.4950296229136777,1.432468095066497
-0.8125262618071077,1.211786444592317,-0.8732239176982656
-0.2927292692696074,0.21928721984011923,-0.1841665345731642
2.753927744407129,-2.600312850478625,1.4987236126746795
2.778798413906531,-1.5852568251638772,2.4130497556676023
-0.7354271863589619,0.9636616384042671,-0.7075851236778085
-0.5613324998631483,0.45613362574689315,-0.8997261247415386
-0.48920755831488266,0.659144830809844,-0.6214529507871709
1.2417910388434918,-0.5250871987240286,1.1939482316770385
1.9331956509268653,-1.4724728223511274,2.3799219968635112
0.6374337700080248,-1.1453992141941531,1.3264592668934043
-0.698121182109859,1.1102808420608432,-0.6810829166345354
1.8088423034298555,-1.6078136257264275,1.538476923239589
-0.815013328757048,0.6478664305285681,-0.9262283317848117
-0.8622676008059116,1.0538888406544682,-1.0123605046754494
-0.867241734705792,0.7832072339038681,-0.9527305388280849
-0.8498322660562107,1.0087752395293677,-0.7142106754386266
-0.0962509802243322,0.45613362574689315,-0.23054539689889206
-0.3275482065687701,0.6929800316536686,-0.19079208633398234
-0.22806552857116236,-0.006280785785380329,0.1603621569893865
-0.47428515661524157,0.39974162434051824,-0.4491886050058954
1.8088423034298555,-1.0890072127877783,1.4987236126746795
0.4210589453632281,-0.998780010537578,1.1011905070255827
-0.8398839982564499,0.6140312296847434,-0.813593951850901
-0.352418876068172,-0.5927576004116795,-0.1841665345731642
-0.8771900025055528,1.0651672409357427,-0.7142106754386266
-0.8473451991062704,1.2230648448735928,-0.6082018472655343
0.6324596361081445,-0.8634392071622788,0.7500362637022137
1.0453127497982164,-0.5702007998491292,1.8300012007155937
-0.5414359642636267,0.25312242068394386,-0.6810829166345354
-0.8473451991062704,1.076445641217017,-1.0322371599579043
0.9060370006015658,-0.9423880091312031,0.8759217471577607
-0.8548063999560911,1.1102808420608432,-0.9726071941105398
-0.5886902363124904,0.08394641646481918,-0.46906526028835016
-0.07138031072493027,0.08394641646481918,0.28624764044493384
1.7591009644310518,-1.4160808209447526,1.5848557855653171
1.8834543119280613,-1.686762427695352,1.3927147845015868
-0.016664837826245955,-0.5702007998491292,-0.19741763809480078
4.221297244871843,-4.337186493794972,0.25311988164084254
-0.802577994007347,0.4448552254656188,-1.1249948846093603
-0.8871382703053136,1.290735246561242,-0.49556746733162327
0.5105933555610749,-0.49125199788020407,-0.23054539689889206
-0.12360871667367436,-0.07395118747302955,-0.3100520180287115
-0.4717980896653013,0.4448552254656188,-0.7870917448076278
-0.034074306475827376,-0.37846799506745427,1.0680627482214908
-0.8473451991062704,1.1102808420608432,-0.5949507437438978
-0.8373969313065097,1.2230648448735928,0.05435332881629388
-0.8523193330061509,1.2569000457174175,-0.9858582976321764
-0.5016428930645837,0.46741202602816906,-0.5154441226140783
-0.8722158686056724,1.3809624488114416,-1.0322371599579043
-0.42703088456637783,0.5914744291221932,0.47176308974784587
-0.41708261676661706,-0.24312719169215422,-0.23054539689889206
0.5951536318590416,-0.874717607443554,0.9421772647659439
0.6075889666087425,-1.1115640133503277,0.5910230214425748
-0.6831987804102178,0.8621560358727933,-0.48894191557080513
-0.2156301938214614,-0.23184879141087988,0.10073219114202205
1.010493812499054,-0.7619336046308042,0.13385994994611333
-0.7578107889084236,0.28695762152776844,-1.052113815240359
-0.6956341151599187,1.0426104403731922,-0.886475021219902
1.527803738086614,-2.713096853291375,0.2332432263583875
1.2691487752928339,-1.1002856130690535,1.3728381292191318
-0.5389488973136866,0.6253096299660178,-0.35643088035443937
-0.8000909270574068,0.2982360218090444,-0.9593560905889031
-0.8821641364054332,1.211786444592317,-0.8732239176982656
-0.6931470482099785,0.3884632240592439,-0.979232745871358
0.5951536318590416,-1.1002856130690535,1.094564955264764
1.298993578692116,-1.9687224347272263,1.5649791302828622
-0.7553237219584834,0.4448552254656188,-0.5286952261357148
-0.6235091736116531,0.8283208350289687,-0.4756908120491686
2.4554797104143056,-1.2469048167256278,2.3865475486243293
-0.7826814584078254,1.0990024417795672,-1.052113815240359
1.4706011982379896,-0.2656839922547045,1.3463359221758593
-0.5787419685127296,0.3207928223715947,-0.9129772282631752
0.04302476897231865,-0.5814792001304036,0.3392520545314801
-0.5240264956140454,-0.09650798803557983,-1.1117437810877235
-0.3026775370693682,-0.49125199788020407,-0.20404318985561892
-0.7826814584078254,0.659144830809844,-0.7804661930468095
-0.1186345827737939,0.332071222652869,-0.24379650042052864
1.5601356084358364,-1.8108248307893768,1.730617924303319
0.6498691047577259,-0.4235815961925548,-0.35643088035443937
0.44095548096274956,-1.3484104192571025,0.43200977918293615
0.21711945546813216,-0.25440559197343016,-0.22391984513807392
-0.8398839982564499,1.1441160429046677,-0.7672150895251729
-0.7976038601074665,1.166672843467218,-0.5154441226140783
2.1072903374226786,-1.325853618694553,3.009349414141248
2.2813850239184923,-1.134120813912878,1.9161333736062311
-0.8722158686056724,1.1779512437484922,-0.6612062613520805
-0.660815177860756,0.6253096299660178,-0.03177884407434372
1.3387866498911591,-0.5927576004116795,0.5976485732033932
-0.4618498218655406,0.8170424347476928,-0.21729429337725548
-0.352418876068172,0.39974162434051824,-0.14441322400825446
-0.44692742016589937,0.8283208350289687,-0.2702987074638018
-0.15842765397283703,-0.175456790004505,0.14048550170693178
-0.802577994007347,0.6478664305285681,-1.0189860564362678
-0.8548063999560911,1.0426104403731922,-1.0322371599579043
-0.7279659855091413,1.0087752395293677,-0.5816996402222612
-0.6657893117606364,0.35462802321541925,-0.8997261247415386
-0.7030953160097393,-0.1528999894419547,-0.9129772282631752
0.6299725691582042,-0.6717064023806046,1.0349349894173996
-0.4817463574650621,0.10650321702736945,0.9223006094834889
-0.5613324998631483,0.512525627153268,0.00797446649056601
0.7095587115562904,-0.7393768040682539,1.399340336262405
-0.7627849228083039,0.46741202602816906,-1.025611608197086
-0.5936643702123708,0.3207928223715947,-0.5154441226140783
3.02750510890055,-1.7544328293830018,1.4920980609138614
-0.8821641364054332,1.3696840485301673,-1.1912504022175432
-0.7777073245079451,0.5576392282783685,-1.005734952914631
-0.8722158686056724,1.0087752395293677,-0.9129772282631752
-0.2529361980705643,-0.998780010537578,0.8560450918753063
0.38375294111412517,-1.833381631351927,-0.2371709486597105
-0.8498322660562107,1.076445641217017,-1.1382459881309968
-0.8572934669060314,1.2794568462799678,-1.0454882634795408
-0.673250512610457,0.4335768251843444,-0.49556746733162327
-0.43697915236613866,0.11778161730864378,-0.5816996402222612
0.9557783396003696,-0.4799735975989297,1.2800804045676761
-0.352418876068172,-0.028837586347930606,-0.28354981098543836
-0.8771900025055528,1.2343432451548673,-0.6413296060696256
-0.8398839982564499,1.3132920471237923,-0.9461049870672665
0.35142107076490253,-0.10778638831685577,0.3723798133355714
0.8363991260032404,-1.269461617288178,1.6444857514126816
-0.5812290354626699,0.6817016313723927,-0.9262283317848117
0.6051018996588023,0.0613896159022689,2.1745298922781444
1.2940194447922357,-1.3371320189758273,1.2734548528068579
-0.519052361714165,-0.07395118747302955,0.637401883768303
-0.519052361714165,0.7155368322162189,-0.535320777896533
-0.4767722235651817,0.8621560358727933,-0.5286952261357148
0.5901794979591611,-0.2995191930985291,-0.0781577064000716
1.0627222184477978,-1.5514216243200527,2.1215254781915984
-0.660815177860756,-0.017559186066654665,-0.9991094011538129
-0.7379142533089019,0.6704232310911183,-0.7142106754386266
-0.8224745296068685,1.0990024417795672,-0.6810829166345354
-0.7702461236581245,0.9185480372791681,-0.6744573648737171
-0.6881729143100981,0.659144830809844,-0.5750740884614427
-0.04899670817546857,-0.19801359056705528,-0.40280974268016756
-0.22557846162122222,-0.8521608068810037,0.36575426157475327
-0.5265135625639855,0.5463608279970942,-0.31667756978952966
-0.3723154116676936,0.28695762152776844,-0.6612062613520805
0.44841668181257005,-0.34463279422362963,1.1409438175904922
1.1149506243965417,-2.092784837821251,1.624609096130227
